Headline,Date,Price movement
"Top Glove, Karex, Salcon, IHH, Oversea Enterprise, MQREIT, MHB, EA Tech, Bintai Kinden, Carlsberg, Berjaya Food, Duopharma Biotech, Gas Malaysia and Star Media",13/11/2020,Down
顶级手套本周斥2.09亿 连续三天回购股票,12/11/2020,Up
EVENING 5: Five things you need to know today,12/11/2020,Up
马股收高1.32% 总成交量创3个月新高,12/11/2020,Up
"Top Glove buys back more shares for third consecutive day, spent RM209m so far this week",12/11/2020,Up
"KLCI rises 1.32%, trading volume swells to three-month high",12/11/2020,Up
"Salcon joins glove maker club, targets producing three billion gloves a year",12/11/2020,Up
大马投行：即使疫情后手套需求仍旺盛 平均售价将下降,12/11/2020,Up
KLCI climbs 8 points as Bursa volume nears 10 billion securities,12/11/2020,Up
ASPs to drop even as glove demand stays up post-pandemic — AmInvestment Bank,12/11/2020,Up
"TNB, Top Glove, HLFG, HLCAP, AT Systematization, Green Packet, MQREIT, Sino Hua-An, Brahim’s and Focus Dynamics",11/11/2020,Down
"Top Glove buys back more of its shares, spending nearly RM140m over two days",11/11/2020,Down
KLCI down 0.88% on profit taking after Covid-19 vaccine-driven rise,11/11/2020,Down
Long forgotten big cap stocks in focus amid vaccine optimism,11/11/2020,Down
"Top Glove, TNB, Tropicana, SDP, Nestle Malaysia, KLCCP, Shangri-La Hotels, GDex, Careplus, Focus Dynamics and Oversea Enterprise",11/11/2020,Down
Evening 5: Five things you need to know today,10/11/2020,Up
顶级手套斥6990万回购894万股,10/11/2020,Up
新冠疫苗乐观进展 提振马股大涨3.33%,10/11/2020,Up
Top Glove buys back additional 8.94m shares for RM69.9m,10/11/2020,Up
"KLCI leaps 3.33%, biggest single-day gain since late March, thanks to vaccine optimism",10/11/2020,Up
"Budget 2021 has something for everyone but ‘spread too thin’, says Affin Hwang",10/11/2020,Up
KLCI extends gains as banking stocks rise,10/11/2020,Up
"The Week Ahead: Post-budget reactions, US election outcome to dominate the week",10/11/2020,Up
辉瑞新冠疫苗报捷 手套股走低,10/11/2020,Up
"Frankly Speaking: Relief for glove makers, but...",10/11/2020,Up
Vaccine news caps rally of new glove industry entrants,10/11/2020,Up
"Glove stocks down, not part of Pfizer vaccine party",10/11/2020,Up
"AT Systematization sees all-time high volume, accounts for 23% of the exchange's shares traded",10/11/2020,Up
"Kossan, Top Glove, ES Ceramics, Ho Wah, Kronologi, United Plantations, QES, Barakah Offshore, Handal, Revenue, Serba Dinamik and JHM",10/11/2020,Up
EPF increases stake in Top Glove to 6.05%,09/11/2020,Down
"Kossan Rubber 3Q net profit surges, revenue exceeds RM1b",09/11/2020,Down
Markets: Muted trading reaction from Budget 2021’s winners,09/11/2020,Down
"KLCI bucks regional trend, erases gains on profit-taking, Tenaga weighs",09/11/2020,Down
The Next Transformation: Proposed Gloves Manufacturing,08/11/2020,#N/A
"Glove makers, BAT Malaysia, contractors key winners in Budget 2021, says CGS-CIMB",07/11/2020,#N/A
"LKL, AT Systematization, Boustead, Techfast, Top Glove, Hartalega, Supermax and Kossan",07/11/2020,#N/A
AmInvestment’s top stock picks now that budget 2021 is out,07/11/2020,#N/A
顶级手套、贺特佳及速柏玛证实向政府冠病基金捐4亿,06/11/2020,Down
"Kossan, Top Glove, Hartalega and Supermax confirm donations to Govt's RM400 mil COVID-19 fund",06/11/2020,Down
Full Budget 2021 speech,06/11/2020,Down
Supermax donates RM75m to govt's Covid-19 fund to help fight pandemic,06/11/2020,Down
Top Glove to give RM185m to govt to fight Covid-19,06/11/2020,Down
LKL and AT Systematization ink deal to market and distribute gloves,06/11/2020,Down
银河-联昌：员工确诊对顶级手套影响不大,06/11/2020,Down
"Minimal impact on Top Glove from Covid-19 positive employees, says CGS-CIMB",06/11/2020,Down
"KLCI rises 1.17% on regional rally, lower liners in focus",05/11/2020,Up
美国大选初步结果提振亚股走高 马股扬0.96%,05/11/2020,Up
KLCI rises 0.96% as Asian markets jump on early US election results,05/11/2020,Up
顶级手套：从1月起17名员工感染新冠肺炎,05/11/2020,Up
"Top Glove says 17 employees, less than 0.1% of workforce, tested positive for Covid-19 since January",05/11/2020,Up
EVENING 5: Five things you need to know today,04/11/2020,Up
"Difficult to execute windfall tax on glove players, likely a one-off payment to govt, says CGS-CIMB",04/11/2020,Up
"Insider Moves: Brahim’s Holdings Bhd, Focus ­Dynamics Group Bhd, Hong Seng Consolidated Bhd, Muar Ban Lee Group Bhd, Metronic Global Bhd, Top Glove Corp Bhd, MESB Bhd",03/11/2020,Down
"Stock market at crossroads, but downside remains limited, say analysts",03/11/2020,Down
EVENING 5: Five things you need to know today,02/11/2020,Down
顶级手套社会责任评级从A降至D,02/11/2020,Down
Top Glove downgraded from A to D in social compliance audit — report,02/11/2020,Down
"Little change to FBM KLCI constituents, but glove counters make headway",02/11/2020,Down
制造业数据放缓打压情绪 马股跌0.82%,02/11/2020,Down
顶级手套年产量达900亿只手套,02/11/2020,Down
KLCI falls 0.82% as sentiment dragged by manufacturing data slowdown,02/11/2020,Down
Top Glove's annual output capacity reaches 90 billion pieces,02/11/2020,Down
制造业数据下跌 马股保持低迷,02/11/2020,Down
KLCI remains lacklustre as manufacturing data shows slowdown,02/11/2020,Down
"Foreign funds sold RM669.5m local equities in October, says MIDF",02/11/2020,Down
KLCI starts November on weaker note as manufacturing data shows slowdown,02/11/2020,Down
Top Glove executive director sells shares ahead of bumper profit year,31/10/2020,#N/A
"Lagenda Properties, Bina Darulaman, Tek Seng, FGV, PPB, CME, Focus Dynamics, AE Multi, Notion VTec, Axiata and AirAsia",31/10/2020,#N/A
"SunCon, AT Systematization, Lotte Chemical Titan, ATA IMS, Samchem, FGV, WCE, HeiTech Padu, BAT, CMMT",28/10/2020,Down
尽管收益创历史新高 手套公司股价表现平平,28/10/2020,Down
Glove makers' shares lacklustre despite record high earnings,28/10/2020,Down
"KLCI slips below 1,500-level as global markets sag on rising virus cases, glove makers fail to shine despite stellar results",28/10/2020,Down
Retail trading interest rose during CMCO in Klang Valley — CGS-CIMB,28/10/2020,Down
Supermax's share price fails to climb despite exponential earnings growth,28/10/2020,Down
"KLCI edges up as index-linked glove makers lift, regional markets wobble",28/10/2020,Down
"Boustead, Bursa Malaysia, Hartalega, Luxchem, Supermax, Atrium REIT, RGT, MHB and Minetech Resources",27/10/2020,Down
Supermax eyes listing on Singapore Exchange,27/10/2020,Down
Hartalega shares surge 6.5% after 2Q earnings soar five times to record RM544.9m,27/10/2020,Down
Bumper 1Q for glove maker Supermax as net profit rises over 30 times to RM790m,27/10/2020,Down
Debt ceiling could be raised again to 65% to accommodate expansionary Budget 2021 — KAF Research,27/10/2020,Down
"Hartalega posts record earnings in 2Q, net profit leaps five times to RM544.9m",27/10/2020,Down
医疗保健股走高 马股企稳于1500点关口,27/10/2020,Down
"KLCI holds above 1,500-point threshold as healthcare stocks rise",27/10/2020,Down
手套股领升 马股开低走高,27/10/2020,Down
"KLCI reverses loss, crosses 1,500 threshold as index-linked glove makers lift",27/10/2020,Down
元首拒颁紧急状态 马股保持低迷,26/10/2020,Up
"KLCI pares gains, stays subdued despite emergency not proclaimed",26/10/2020,Up
区域股市交投谨慎 手套股回落拖累马股跌0.76%,26/10/2020,Up
"KLCI falls 0.76% as index-linked glove makers retreat, regional markets trade cautiously",26/10/2020,Up
"Foreign selling slowed to RM214.4m last week, says MIDF",26/10/2020,Up
"Maxis, Careplus, Unisem, Mi Technovation, Tasco, UEM Sunrise, AirAsia, AAX, MAHB, Key Alliance, Vsolar",23/10/2020,Up
"KLCI drifts lower as regional markets mixed, eyes on US presidential debate",23/10/2020,Up
担心更严厉的MCO措施 马银行大众银行下跌,22/10/2020,Down
"Maybank, Public Bank slip over fears of harder MCO measures",22/10/2020,Down
"KLCI stays in positive zone but below 1,500 level as region still tepid",22/10/2020,Down
"Retail investors recorded biggest gain in participation last week, says CGS-CIMB",22/10/2020,Down
KLCI bucks regional trend as Hartalega and Top Glove lift,22/10/2020,Down
"Ekovest, Axis REIT, Kumpulan Powernet, Gadang, Hua Yang, Kerjaya Prospek and Mah Sing",22/10/2020,Down
EVENING 5: Five things you need to know today,21/10/2020,Up
手套股遭套利 马股跌1.23%,21/10/2020,Up
"Glove stocks drag KLCI into another negative session, closes 1.23% lower at 1,492.4",21/10/2020,Up
投资者因疫苗新闻而套利 手套股膺十大下跌股,21/10/2020,Up
Glove stocks dominate list of top losers as investors take profit on vaccine news,21/10/2020,Up
手套股领跌 马股跌0.76%至1500点下方,21/10/2020,Up
"KLCI loses 0.76% to slip below 1,500-level as glove makers lead decline",21/10/2020,Up
Mah Sing to start glove production in April 2021,21/10/2020,Up
"Supermax and Kossan likely to be included as KLCI constituent stocks, says MIDF",21/10/2020,Up
顶级手套与吉隆坡甲洞下滑 拖累马股由升转跌,21/10/2020,Up
"KLCI reverses meagre gains as Top Glove, KLK dip",21/10/2020,Up
Music still loud at the glove makers' party,21/10/2020,Up
"Glove makers aside, these stocks shine after the global rout",21/10/2020,Up
Bursa trading volume swells to near one-and-a-half-month high,20/10/2020,Down
KLCI closes lower as Bursa volume tops 11 billion securities,20/10/2020,Down
Mah Sing rally halts after share price exceeds analysts’ targets,20/10/2020,Down
Trading volume across Bursa tops 10 billion securities,20/10/2020,Down
KLCI pares loss; Mah Sing the new darling of investors?,20/10/2020,Down
An inconclusive US presidential election could post downside risk to global financial markets — AmInvestment,20/10/2020,Down
Frankly Speaking: No longer just a human rights issue,20/10/2020,Down
"Mah Sing continues to rally, exceeds analysts' target prices",20/10/2020,Down
马股保持低迷 Aneka Jaringan上市跌破IPO价,20/10/2020,Down
KLCI stays lacklustre in line with region; Aneka Jaringan slips below IPO price on debut,20/10/2020,Down
"Vortex, Tan Chong, GHL, MAHB, Acme and Luster",20/10/2020,Down
Luster the latest to jump on the rubber glove bandwagon,19/10/2020,Down
Glove bulls lift Mah Sing's share price by 75% in two trading days,19/10/2020,Down
医疗保健股推高马股,19/10/2020,Down
Fresh interest in healthcare stocks lifts KLCI,19/10/2020,Down
"As a third wave looms, investor interest returns to healthcare stocks",19/10/2020,Down
涨幅收窄 马股仍随大市扬0.62%,19/10/2020,Down
KLCI pares gains but stays up 0.62% in line with region,19/10/2020,Down
美国刺激方案谈判提振亚股 马股上涨0.51%,19/10/2020,Down
KLCI rises 0.51% as regional markets buoyed by US fiscal package talks,19/10/2020,Down
Foreign investors sold RM237.09m equities last week — MIDF,19/10/2020,Down
"Top Glove says labour issues in US DOL report resolved, seeks quick lifting of import ban",18/10/2020,#N/A
"Glove makers remain the favourites, political-theme play put penny stocks on roller coaster rides",16/10/2020,Up
"Mah Sing, Digi, Brem, FGV, Genting, AirAsia, Parkson and AWC",16/10/2020,Up
"Bursa’s trading volume soars to 8.71 billion shares, interest in small-cap stocks re-emerges",16/10/2020,Up
"Mah Sing attracts glove bulls, share price jumps",16/10/2020,Up
Property developer Mah Sing turns rubber glove maker,15/10/2020,Up
EVENING 5: Five things you need to know today,15/10/2020,Up
新冠病例激增及担忧美国刺激经济措施 拖累亚股与马股收低,15/10/2020,Up
"KLCI ends lower with Asian shares amid Covid-19 resurgence, US stimulus concerns",15/10/2020,Up
大马手套制造商是否因劳工问题而失去美国市场？,15/10/2020,Up
Cover Story: In their own words,15/10/2020,Up
Are Malaysian glove makers losing the US market over labour issues?,15/10/2020,Up
列美国强迫劳工名单 手套股遭卖压,15/10/2020,Up
Mah Sing to diversify into glove manufacturing,15/10/2020,Up
顶级手套贺特佳拖累 马股跌0.56%,15/10/2020,Up
KLCI falls 0.56% as Top Glove and Hartalega drag,15/10/2020,Up
再涨52仙 顶级手套市值将超马银行,15/10/2020,Up
"Just another 52-sen rise, and Top Glove will overtake Maybank’s market cap",15/10/2020,Up
美国股市疲软 拖累马股收低,14/10/2020,Down
KLCI's fall on overnight declines at Wall Street softened by stronger rubber glove demand,14/10/2020,Down
A record-breaking third quarter,14/10/2020,Down
丽阳机构以股代息 每100股派4.5库存股,14/10/2020,Down
新冠病例激增刺激手套股上升 马股收窄跌幅,14/10/2020,Down
Tropicana declares 4.5 for 100 share dividend,14/10/2020,Down
KLCI pares loss as glove makers rise on surge in new virus cases,14/10/2020,Down
CGS-CIMB neutral on Top Glove's Hong Kong listing plan,14/10/2020,Down
顶级手套有必要在香港上市吗？,14/10/2020,Down
Glove counters rise in morning trade as Covid-19 cases climb,14/10/2020,Down
"Eyeing a Hong Kong listing, does Top Glove need it?",14/10/2020,Down
"Top Glove, GuocoLand, Tune Protect, Symphony Life, Kanger, Reservoir Link and Handal Energy",13/10/2020,Up
EVENING 5: Five things you need to know today,13/10/2020,Up
传顶级手套聘请银行安排香港上市筹10亿美元,13/10/2020,Up
FBM KLCI rebounds after Palace’s statement on Anwar’s audience with King,13/10/2020,Up
顶级手套再成市值第二大公司,13/10/2020,Up
MIDF：巴生谷CMCO对经济的影响有限,13/10/2020,Up
"Limited economic impact from CMCO in Klang Valley, says MIDF",13/10/2020,Up
"Top Glove, UMW, MESB, MyNews, Tiong Nam",12/10/2020,Up
"Supermax, Kossan top gainers on Bursa on news they may be included in KLCI",12/10/2020,Up
Top Glove evaluating dual primary listing on Hong Kong stock exchange,12/10/2020,Up
顶级手套考虑在香港上市筹资10亿美元,12/10/2020,Up
Capital: Which company will be the most profitable big cap in 2020?,12/10/2020,Up
重量级股项拖累马股挫0.77%,12/10/2020,Up
"KLCI loses 0.77% as key heavyweights drag, Hartalega overtakes Tenaga in market cap",12/10/2020,Up
超越国能 贺特佳市值第四大,12/10/2020,Up
"KLCI loses 0.83% as index heavyweights fall, Hartalega overtakes TNB in market cap",12/10/2020,Up
外资净卖收窄至2780万,12/10/2020,Up
"Hartalega overtakes TNB in market cap, becoming fourth largest on Bursa",12/10/2020,Up
Foreign selling of local equities narrowed to RM27.8m last week — Bank Islam,12/10/2020,Up
"Top Glove, UEM Sunrise, MSM, XOX, WZ Satu and MyNews",09/10/2020,Up
"Top Glove, AirAsia, Brite-Tech, Censof, MyEG, Euro Holdings, UMW, Pestech and Mi Technovation",09/10/2020,Up
EVENING 5: Five things you need to know today,08/10/2020,Up
顶级手套：董事部尚未决定派发特别股息,08/10/2020,Up
"Board yet to decide on special dividend payout, says Top Glove",08/10/2020,Up
More small- and mid-cap companies aim to have 30% of board comprising women directors — SC,08/10/2020,Up
Cover Story: Will the utility giant’s stock price regain some lustre?,08/10/2020,Up
顶级手套资本开销从80亿增至100亿,08/10/2020,Up
封锁担忧犹存 马股缩减升幅,08/10/2020,Up
"KLCI pares gains, dips below 1,500-level as lockdown worries persist",08/10/2020,Up
Top Glove ups capex allocation to RM10b from RM8b,08/10/2020,Up
"Top Glove, TCS Group, Bina Puri, Sunsuria, K-One, Trive Property and Kerjaya Prospek",07/10/2020,Up
EVENING 5: Five things you need to know today,07/10/2020,Up
