original,Headline,date,Price movement
"Covid-19: Malaysia sees record 1,884 new cases; Selangor climbs to fresh high of 1,203","Covid-19: Malaysia sees record 1,884 new cases; Selangor climbs to fresh high of 1,203",23/11/2020,Down
EPF wants brokerages to focus on ESG,EPF wants brokerages to focus on ESG,23/11/2020,Down
"Recovery theme emerging, but volatility remains","Recovery theme emerging, but volatility remains",23/11/2020,Down
EVENING 5: Top Glove confirms factory shutdowns,EVENING 5: Top Glove confirms factory shutdowns,23/11/2020,Down
Top Glove listed on Dow Jones Sustainability Index for second year,Top Glove listed on Dow Jones Sustainability Index for second year,23/11/2020,Down
"KLCI pares gains, hovers just shy of 1,600-mark","KLCI pares gains, hovers just shy of 1,600-mark",23/11/2020,Down
"Foreign selling ticked up to RM268.9m last week, says Bank Islam","Foreign selling ticked up to RM268.9m last week, says Bank Islam",23/11/2020,Down
"KLCI extends gains as Public Bank, glove makers lift","KLCI extends gains as Public Bank, glove makers lift",23/11/2020,Down
"Teratai cluster linked to Top Glove dormitories records almost 1,500 Covid-19 cases — MoH","Teratai cluster linked to Top Glove dormitories records almost 1,500 Covid-19 cases — MoH",22/11/2020,#N/A
Covid-19: Three new clusters emerge while four end,Covid-19: Three new clusters emerge while four end,22/11/2020,#N/A
"Malaysia reports 1,096 new Covid-19 cases; Selangor cases spike to fresh high of 603","Malaysia reports 1,096 new Covid-19 cases; Selangor cases spike to fresh high of 603",22/11/2020,#N/A
"Covid-19: Malaysia reports 1,041 new cases; Selangor the biggest contributor with 402 infections","Covid-19: Malaysia reports 1,041 new cases; Selangor the biggest contributor with 402 infections",21/11/2020,#N/A
"Despite blue chip rush, retail interest in penny stocks still dominates the market","Despite blue chip rush, retail interest in penny stocks still dominates the market",21/11/2020,#N/A
"Rubberex, Hartalega, Top Glove, InNature, CSC, Tropicana, Perdana Petroleum, Maxis and AAX","Rubberex, Hartalega, Top Glove, InNature, CSC, Tropicana, Perdana Petroleum, Maxis and AAX",21/11/2020,#N/A
Top Glove spends nearly RM1b on share buybacks since September,Top Glove spends nearly RM1b on share buybacks since September,20/11/2020,Up
EVENING 5: Five things you need to know today,EVENING 5: Five things you need to know today,20/11/2020,Up
KLCI snaps 2-day losing streak as Covid-19 rise spurs glove share buy,KLCI snaps 2-day losing streak as Covid-19 rise spurs glove share buy,20/11/2020,Up
Rubberex 3Q net profit surges 13 times amid strong nitrile glove demand,Rubberex 3Q net profit surges 13 times amid strong nitrile glove demand,20/11/2020,Up
Glove stocks up as Covid-19 rise checks vaccine-driven optimism,Glove stocks up as Covid-19 rise checks vaccine-driven optimism,20/11/2020,Up
Top Glove spent about half its RM1.87b profit for FY20 on share buybacks since September,Top Glove spent about half its RM1.87b profit for FY20 on share buybacks since September,20/11/2020,Up
EVENING 5: Five things you need to know today,EVENING 5: Five things you need to know today,19/11/2020,Up
"Profit-taking sends KLCI to intraday low, Bursa volume slips below 10b securities","Profit-taking sends KLCI to intraday low, Bursa volume slips below 10b securities",19/11/2020,Up
Dissecting Mah Sing’s rubber glove ambition,Dissecting Mah Sing’s rubber glove ambition,19/11/2020,Up
Tri-Mode expects new hub to spur revenue growth in 2021,Tri-Mode expects new hub to spur revenue growth in 2021,19/11/2020,Up
RHB says vaccine deployment could generate demand for up to 18 billion pieces of gloves a year,RHB says vaccine deployment could generate demand for up to 18 billion pieces of gloves a year,19/11/2020,Up
Aspen raises S$23.8m for glove-making venture upon placement of shares,Aspen raises S$23.8m for glove-making venture upon placement of shares,19/11/2020,Up
KLCI loses 1.1% as regional markets track Wall Street selloff,KLCI loses 1.1% as regional markets track Wall Street selloff,19/11/2020,Up
"Top Glove mops up more of own shares for seventh consecutive day, spends another RM69.94m","Top Glove mops up more of own shares for seventh consecutive day, spends another RM69.94m",18/11/2020,Down
KLCI drops 0.33% on profit taking as vaccine rally falters,KLCI drops 0.33% on profit taking as vaccine rally falters,18/11/2020,Down
"After the blue chip rush, how attractive are the top 100 stocks on Bursa?","After the blue chip rush, how attractive are the top 100 stocks on Bursa?",18/11/2020,Down
"KLCI down, ringgit surges as US govt bond yields hurt US dollar","KLCI down, ringgit surges as US govt bond yields hurt US dollar",18/11/2020,Down
"About a quarter of Top Glove’s workforce under EMCO, CGS-CIMB sees minimal earnings impact","About a quarter of Top Glove’s workforce under EMCO, CGS-CIMB sees minimal earnings impact",18/11/2020,Down
Post-Budget 2021: Long on goodies and short on grit,Post-Budget 2021: Long on goodies and short on grit,18/11/2020,Down
"Top Glove mops up its own shares for sixth straight day, with another RM69.9m spent","Top Glove mops up its own shares for sixth straight day, with another RM69.9m spent",17/11/2020,Up
"Batu Kawan, CCM, AirAsia, PetDag, MISC, FGV, Unisem, TNB, IWCity, K-One and AT Systemization","Batu Kawan, CCM, AirAsia, PetDag, MISC, FGV, Unisem, TNB, IWCity, K-One and AT Systemization",17/11/2020,Up
"Batu Kawan to buy 56.32% CCM stake from PNB and Amanahraya Trustee for RM292.79 million, MGO at RM3.10 per share","Batu Kawan to buy 56.32% CCM stake from PNB and Amanahraya Trustee for RM292.79 million, MGO at RM3.10 per share",17/11/2020,Up
"KLCI climbs above 1,600 level as positive vaccine news aids market sentiment","KLCI climbs above 1,600 level as positive vaccine news aids market sentiment",17/11/2020,Up
"Covid-19: Malaysia’s new cases climb to 1,210 today, 518 cases in Klang Valley and 499 in Sabah","Covid-19: Malaysia’s new cases climb to 1,210 today, 518 cases in Klang Valley and 499 in Sabah",17/11/2020,Up
"Top Glove says EMCO affects only 5,700 workers or 27% of workforce, not 13,190 as initially reported","Top Glove says EMCO affects only 5,700 workers or 27% of workforce, not 13,190 as initially reported",17/11/2020,Up
"Insider Moves: Caely Holdings Bhd, G3 Global Bhd, SCH Group Bhd, Top Glove Corp Bhd, Press Metal Aluminium Holdings Bhd, IGB Bhd","Insider Moves: Caely Holdings Bhd, G3 Global Bhd, SCH Group Bhd, Top Glove Corp Bhd, Press Metal Aluminium Holdings Bhd, IGB Bhd",17/11/2020,Up
Top Glove's share price falls as EMCO starts in Klang foreign workers' dormitories,Top Glove's share price falls as EMCO starts in Klang foreign workers' dormitories,17/11/2020,Up
Is there still upside potential as the craze for glove makers fades?,Is there still upside potential as the craze for glove makers fades?,17/11/2020,Up
Investors seen swapping pandemic plays for recovery proxies,Investors seen swapping pandemic plays for recovery proxies,17/11/2020,Up
"MMAG, Dialog, Top Glove, Lii Hen, MSM, IOI, KKB, Sapura, FGV, Yi-Lai and Revenue","MMAG, Dialog, Top Glove, Lii Hen, MSM, IOI, KKB, Sapura, FGV, Yi-Lai and Revenue",17/11/2020,Up
Top Glove spends another RM69.93 million on share buy back,Top Glove spends another RM69.93 million on share buy back,16/11/2020,Down
EVENING 5: Five things you need to know today,EVENING 5: Five things you need to know today,16/11/2020,Down
Top Glove seeks clarity over EMCO at workers' dorm in Klang,Top Glove seeks clarity over EMCO at workers' dorm in Klang,16/11/2020,Down
KLCI up 0.63% on bargain hunting for blue chips but glove stocks down,KLCI up 0.63% on bargain hunting for blue chips but glove stocks down,16/11/2020,Down
"Top Glove closes 7.46% lower as 13,190 workers put under EMCO","Top Glove closes 7.46% lower as 13,190 workers put under EMCO",16/11/2020,Down
Covid-19 vaccine dampens sentiment on glove counters in morning trade,Covid-19 vaccine dampens sentiment on glove counters in morning trade,16/11/2020,Down
"RHB requires collateral for purchase of shares in GETS Global, Vivocom — sources","RHB requires collateral for purchase of shares in GETS Global, Vivocom — sources",16/11/2020,Down
GETS Global surges to fresh peak despite being slapped with UMA three times,GETS Global surges to fresh peak despite being slapped with UMA three times,16/11/2020,Down
AT Systematization weekly trading volume breaches 10 billion shares,AT Systematization weekly trading volume breaches 10 billion shares,14/11/2020,#N/A
"Top Glove, Tune Protect, Gets Global, S P Setia, Kumpulan Fima, Kumpulan Powernet and CCM","Top Glove, Tune Protect, Gets Global, S P Setia, Kumpulan Fima, Kumpulan Powernet and CCM",13/11/2020,Down
Top Glove spent RM634.5 million on share buyback since September,Top Glove spent RM634.5 million on share buyback since September,13/11/2020,Down
KLCI ends on tepid note amid rotational play,KLCI ends on tepid note amid rotational play,13/11/2020,Down
"FBM KLCI opens lower as investors eye GDP, CPO data","FBM KLCI opens lower as investors eye GDP, CPO data",13/11/2020,Down
"Top Glove, Karex, Salcon, IHH, Oversea Enterprise, MQREIT, MHB, EA Tech, Bintai Kinden, Carlsberg, Berjaya Food, Duopharma Biotech, Gas Malaysia and Star Media","Top Glove, Karex, Salcon, IHH, Oversea Enterprise, MQREIT, MHB, EA Tech, Bintai Kinden, Carlsberg, Berjaya Food, Duopharma Biotech, Gas Malaysia and Star Media",13/11/2020,Down
EVENING 5: Five things you need to know today,EVENING 5: Five things you need to know today,12/11/2020,Up
"Top Glove buys back more shares for third consecutive day, spent RM209m so far this week","Top Glove buys back more shares for third consecutive day, spent RM209m so far this week",12/11/2020,Up
"KLCI rises 1.32%, trading volume swells to three-month high","KLCI rises 1.32%, trading volume swells to three-month high",12/11/2020,Up
"Salcon joins glove maker club, targets producing three billion gloves a year","Salcon joins glove maker club, targets producing three billion gloves a year",12/11/2020,Up
KLCI climbs 8 points as Bursa volume nears 10 billion securities,KLCI climbs 8 points as Bursa volume nears 10 billion securities,12/11/2020,Up
ASPs to drop even as glove demand stays up post-pandemic — AmInvestment Bank,ASPs to drop even as glove demand stays up post-pandemic — AmInvestment Bank,12/11/2020,Up
"TNB, Top Glove, HLFG, HLCAP, AT Systematization, Green Packet, MQREIT, Sino Hua-An, Brahim’s and Focus Dynamics","TNB, Top Glove, HLFG, HLCAP, AT Systematization, Green Packet, MQREIT, Sino Hua-An, Brahim’s and Focus Dynamics",11/11/2020,Down
"Top Glove buys back more of its shares, spending nearly RM140m over two days","Top Glove buys back more of its shares, spending nearly RM140m over two days",11/11/2020,Down
KLCI down 0.88% on profit taking after Covid-19 vaccine-driven rise,KLCI down 0.88% on profit taking after Covid-19 vaccine-driven rise,11/11/2020,Down
Long forgotten big cap stocks in focus amid vaccine optimism,Long forgotten big cap stocks in focus amid vaccine optimism,11/11/2020,Down
"Top Glove, TNB, Tropicana, SDP, Nestle Malaysia, KLCCP, Shangri-La Hotels, GDex, Careplus, Focus Dynamics and Oversea Enterprise","Top Glove, TNB, Tropicana, SDP, Nestle Malaysia, KLCCP, Shangri-La Hotels, GDex, Careplus, Focus Dynamics and Oversea Enterprise",11/11/2020,Down
Evening 5: Five things you need to know today,Evening 5: Five things you need to know today,10/11/2020,Up
Top Glove buys back additional 8.94m shares for RM69.9m,Top Glove buys back additional 8.94m shares for RM69.9m,10/11/2020,Up
"KLCI leaps 3.33%, biggest single-day gain since late March, thanks to vaccine optimism","KLCI leaps 3.33%, biggest single-day gain since late March, thanks to vaccine optimism",10/11/2020,Up
"Budget 2021 has something for everyone but ‘spread too thin’, says Affin Hwang","Budget 2021 has something for everyone but ‘spread too thin’, says Affin Hwang",10/11/2020,Up
"The Week Ahead: Post-budget reactions, US election outcome to dominate the week","The Week Ahead: Post-budget reactions, US election outcome to dominate the week",10/11/2020,Up
"Frankly Speaking: Relief for glove makers, but...","Frankly Speaking: Relief for glove makers, but...",10/11/2020,Up
Vaccine news caps rally of new glove industry entrants,Vaccine news caps rally of new glove industry entrants,10/11/2020,Up
"Glove stocks down, not part of Pfizer vaccine party","Glove stocks down, not part of Pfizer vaccine party",10/11/2020,Up
"AT Systematization sees all-time high volume, accounts for 23% of the exchange's shares traded","AT Systematization sees all-time high volume, accounts for 23% of the exchange's shares traded",10/11/2020,Up
"Kossan, Top Glove, ES Ceramics, Ho Wah, Kronologi, United Plantations, QES, Barakah Offshore, Handal, Revenue, Serba Dinamik and JHM","Kossan, Top Glove, ES Ceramics, Ho Wah, Kronologi, United Plantations, QES, Barakah Offshore, Handal, Revenue, Serba Dinamik and JHM",10/11/2020,Up
